building_subtype,climate_zone,year_built,weekly_hours,gfa,fifth_percentile,twenty_fifth_percentile,median,mean,seventy_fifth_percentile,ninety_fifth_percentile,climate_zone_description,year_reported,row_count
Laboratory,All,All,60.01 - 84,"200,000 - 499,999",70.4,109.42500000000001,151.35,172.79375,231.2,296.825,All,2023,6-29
Laboratory,All,All,60.01 - 84,"25,000 - 49,999",88.16000000000001,104.9,154.5,222.93529411764706,227.9,696.64,All,2023,6-29
Laboratory,All,All,60.01 - 84,"5,000 - 9,999",,,,,,,All,2023,≤5
Laboratory,All,All,60.01 - 84,"50,000 - 99,999",37.665,78.075,160.10000000000002,167.38333333333333,225.475,340.10499999999996,All,2023,30-49
Laboratory,All,All,60.01 - 84,"500,000 - 999,999",,,,,,,All,2023,≤5
Laboratory,All,All,60.01 - 84,All,41.27,98.75,153.7,183.59083333333334,237.64999999999998,402.6,All,2023,100-249
Laboratory,All,All,84.01-167,"100,000 - 199,999",53.775000000000006,171.675,268.9,253.0625,333.825,434.17999999999995,All,2023,6-29
Laboratory,All,All,84.01-167,"200,000 - 499,999",244.06,253.2,281.6,305.15,355.9,398.02,All,2023,6-29
Laboratory,All,All,84.01-167,"25,000 - 49,999",,,,,,,All,2023,≤5
Laboratory,All,All,84.01-167,"50,000 - 99,999",50.36,100.3,199.1,224.27692307692308,309.3,466.1799999999997,All,2023,6-29
Laboratory,All,All,84.01-167,"500,000 - 999,999",,,,,,,All,2023,≤5
Laboratory,All,All,84.01-167,All,45.68,194.4,270.7,257.8454545454546,343.3,435.2199999999999,All,2023,30-49
Laboratory,All,All,All,"1,000 - 4,999",,,,,,,All,2023,≤5
Laboratory,All,All,All,"1,000,000+",,,,,,,All,2023,≤5
Laboratory,All,All,All,"10,000 - 24,999",12.650000000000002,50.2,72.0,98.41025641025641,138.6,257.84000000000003,All,2023,30-49
Laboratory,All,All,All,"100,000 - 199,999",82.805,153.475,219.3,259.75545454545454,335.0,555.9699999999998,All,2023,100-249
Laboratory,All,All,All,"200,000 - 499,999",78.025,131.175,233.5,230.02093023255813,305.825,409.05,All,2023,50-99
Laboratory,All,All,All,"25,000 - 49,999",63.71000000000001,116.8,183.1,222.4860759493671,271.55,536.2499999999994,All,2023,50-99
Laboratory,All,All,All,"5,000 - 9,999",36.915000000000006,75.05,109.05,104.65833333333333,134.4,167.865,All,2023,6-29
Laboratory,All,All,All,"50,000 - 99,999",42.769999999999996,105.05000000000001,185.0,208.45111111111112,267.35,381.85999999999973,All,2023,100-249
Laboratory,All,All,All,"500,000 - 999,999",49.095,141.65,222.75,280.40555555555557,403.125,621.8899999999999,All,2023,6-29
Laboratory,All,All,All,All,42.53,113.525,186.1,216.4546992481203,282.875,466.4049999999999,All,2023,500-999
Laboratory,All,All,Fewer than 40,"100,000 - 199,999",,,,,,,All,2023,≤5
Laboratory,All,All,Fewer than 40,"200,000 - 499,999",,,,,,,All,2023,≤5
Laboratory,All,All,Fewer than 40,"25,000 - 49,999",,,,,,,All,2023,≤5
Laboratory,All,All,Fewer than 40,"50,000 - 99,999",,,,,,,All,2023,≤5
Laboratory,All,All,Fewer than 40,"500,000 - 999,999",,,,,,,All,2023,≤5
Laboratory,All,All,Fewer than 40,All,65.83500000000001,95.875,132.75,142.9142857142857,181.225,254.13,All,2023,6-29
Laboratory,All,All,Open Continuously,"1,000 - 4,999",,,,,,,All,2023,≤5
Laboratory,All,All,Open Continuously,"1,000,000+",,,,,,,All,2023,≤5
Laboratory,All,All,Open Continuously,"10,000 - 24,999",40.13,48.7,51.6,76.5,74.7,163.63999999999993,All,2023,6-29
Laboratory,All,All,Open Continuously,"100,000 - 199,999",101.22,178.85,216.8,276.7578947368421,335.0,617.4049999999997,All,2023,30-49
Laboratory,All,All,Open Continuously,"200,000 - 499,999",109.375,164.275,277.5,260.59285714285716,328.54999999999995,406.34,All,2023,6-29
Laboratory,All,All,Open Continuously,"25,000 - 49,999",94.36,147.67499999999998,193.8,255.73636363636365,328.975,618.4549999999999,All,2023,6-29
Laboratory,All,All,Open Continuously,"5,000 - 9,999",,,,,,,All,2023,≤5
Laboratory,All,All,Open Continuously,"50,000 - 99,999",79.05,203.2,254.6,252.76451612903224,305.05,372.2,All,2023,30-49
Laboratory,All,All,Open Continuously,"500,000 - 999,999",127.70000000000002,184.475,286.75,354.5,524.075,663.1899999999999,All,2023,6-29
Laboratory,All,All,Open Continuously,All,68.38000000000001,157.75,225.9,257.3503597122302,326.7,591.9499999999999,All,2023,100-249
Laboratory,All,Before 1946,40-48,"10,000 - 24,999",,,,,,,All,2023,≤5
Laboratory,All,Before 1946,40-48,"25,000 - 49,999",,,,,,,All,2023,≤5
Laboratory,All,Before 1946,40-48,"50,000 - 99,999",,,,,,,All,2023,≤5
Laboratory,All,Before 1946,40-48,All,,,,,,,All,2023,≤5
Laboratory,All,Before 1946,48.01 - 60,"10,000 - 24,999",,,,,,,All,2023,≤5
Laboratory,All,Before 1946,48.01 - 60,"100,000 - 199,999",,,,,,,All,2023,≤5
Laboratory,All,Before 1946,48.01 - 60,"200,000 - 499,999",,,,,,,All,2023,≤5
Laboratory,All,Before 1946,48.01 - 60,"25,000 - 49,999",,,,,,,All,2023,≤5
Laboratory,All,Before 1946,48.01 - 60,"50,000 - 99,999",,,,,,,All,2023,≤5
Laboratory,All,Before 1946,48.01 - 60,All,50.6,162.5,186.2,180.46363636363637,213.3,289.5,All,2023,6-29
Laboratory,All,Before 1946,60.01 - 84,"100,000 - 199,999",,,,,,,All,2023,≤5
Laboratory,All,Before 1946,60.01 - 84,"200,000 - 499,999",,,,,,,All,2023,≤5
Laboratory,All,Before 1946,60.01 - 84,"25,000 - 49,999",,,,,,,All,2023,≤5
Laboratory,All,Before 1946,60.01 - 84,"50,000 - 99,999",,,,,,,All,2023,≤5
Laboratory,All,Before 1946,60.01 - 84,"500,000 - 999,999",,,,,,,All,2023,≤5
Laboratory,All,Before 1946,60.01 - 84,All,50.2,96.44999999999999,160.8,175.02727272727273,198.7,365.95000000000005,All,2023,6-29
Laboratory,All,Before 1946,84.01-167,"200,000 - 499,999",,,,,,,All,2023,≤5
Laboratory,All,Before 1946,84.01-167,"50,000 - 99,999",,,,,,,All,2023,≤5
Laboratory,All,Before 1946,84.01-167,All,,,,,,,All,2023,≤5
Laboratory,All,Before 1946,All,"1,000,000+",,,,,,,All,2023,≤5
Laboratory,All,Before 1946,All,"10,000 - 24,999",,,,,,,All,2023,≤5
Laboratory,All,Before 1946,All,"100,000 - 199,999",,,,,,,All,2023,≤5
Laboratory,All,Before 1946,All,"200,000 - 499,999",58.85,133.3,219.6,207.9142857142857,291.35,328.55,All,2023,6-29
Laboratory,All,Before 1946,All,"25,000 - 49,999",59.85,132.475,184.35,157.85,188.075,221.7,All,2023,6-29
Laboratory,All,Before 1946,All,"50,000 - 99,999",41.555,86.92500000000001,169.60000000000002,170.96428571428572,238.42499999999998,309.93,All,2023,6-29
Laboratory,All,Before 1946,All,"500,000 - 999,999",,,,,,,All,2023,≤5
Laboratory,All,Before 1946,All,All,42.7,126.825,187.45,188.75833333333333,253.125,327.425,All,2023,30-49
Laboratory,All,Before 1946,Open Continuously,"1,000,000+",,,,,,,All,2023,≤5
Laboratory,All,Before 1946,Open Continuously,"10,000 - 24,999",,,,,,,All,2023,≤5
Laboratory,All,Before 1946,Open Continuously,"100,000 - 199,999",,,,,,,All,2023,≤5
Laboratory,All,Before 1946,Open Continuously,"200,000 - 499,999",,,,,,,All,2023,≤5
Laboratory,All,Before 1946,Open Continuously,"25,000 - 49,999",,,,,,,All,2023,≤5
Laboratory,All,Before 1946,Open Continuously,"50,000 - 99,999",,,,,,,All,2023,≤5
Laboratory,All,Before 1946,Open Continuously,All,143.84,197.1,219.6,237.37777777777777,298.5,318.54,All,2023,6-29
Library,1A,1946-1959,48.01 - 60,"1,000 - 4,999",,,,,,,Very Hot Humid,2023,≤5
Library,1A,1946-1959,48.01 - 60,All,,,,,,,Very Hot Humid,2023,≤5
Library,1A,1946-1959,All,"1,000 - 4,999",,,,,,,Very Hot Humid,2023,≤5
Library,1A,1946-1959,All,All,,,,,,,Very Hot Humid,2023,≤5
Library,1A,1980-1999,60.01 - 84,"50,000 - 99,999",,,,,,,Very Hot Humid,2023,≤5
Library,1A,1980-1999,60.01 - 84,All,,,,,,,Very Hot Humid,2023,≤5
Library,1A,1980-1999,All,"50,000 - 99,999",,,,,,,Very Hot Humid,2023,≤5
Library,1A,1980-1999,All,All,,,,,,,Very Hot Humid,2023,≤5
Library,1A,2000-2009,40-48,"5,000 - 9,999",,,,,,,Very Hot Humid,2023,≤5
Library,1A,2000-2009,40-48,All,,,,,,,Very Hot Humid,2023,≤5
Library,1A,2000-2009,48.01 - 60,"1,000 - 4,999",,,,,,,Very Hot Humid,2023,≤5
Library,1A,2000-2009,48.01 - 60,All,,,,,,,Very Hot Humid,2023,≤5
Library,1A,2000-2009,60.01 - 84,"10,000 - 24,999",,,,,,,Very Hot Humid,2023,≤5
Library,1A,2000-2009,60.01 - 84,"5,000 - 9,999",,,,,,,Very Hot Humid,2023,≤5
Library,1A,2000-2009,60.01 - 84,"50,000 - 99,999",,,,,,,Very Hot Humid,2023,≤5
Library,1A,2000-2009,60.01 - 84,All,,,,,,,Very Hot Humid,2023,≤5
Library,1A,2000-2009,All,"1,000 - 4,999",,,,,,,Very Hot Humid,2023,≤5
Library,1A,2000-2009,All,"10,000 - 24,999",,,,,,,Very Hot Humid,2023,≤5
Library,1A,2000-2009,All,"5,000 - 9,999",,,,,,,Very Hot Humid,2023,≤5
Library,1A,2000-2009,All,"50,000 - 99,999",,,,,,,Very Hot Humid,2023,≤5
Library,1A,2000-2009,All,All,49.76,61.2,76.7,78.68571428571428,87.5,116.49999999999997,Very Hot Humid,2023,6-29
Library,1A,2010 and after,60.01 - 84,"25,000 - 49,999",,,,,,,Very Hot Humid,2023,≤5
Library,1A,2010 and after,60.01 - 84,All,,,,,,,Very Hot Humid,2023,≤5
Library,1A,2010 and after,All,"25,000 - 49,999",,,,,,,Very Hot Humid,2023,≤5
Library,1A,2010 and after,All,All,,,,,,,Very Hot Humid,2023,≤5
Library,1A,All,40-48,"5,000 - 9,999",,,,,,,Very Hot Humid,2023,≤5
Library,1A,All,40-48,All,,,,,,,Very Hot Humid,2023,≤5
Library,1A,All,48.01 - 60,"1,000 - 4,999",,,,,,,Very Hot Humid,2023,≤5
Library,1A,All,48.01 - 60,All,,,,,,,Very Hot Humid,2023,≤5
Library,1A,All,60.01 - 84,"10,000 - 24,999",,,,,,,Very Hot Humid,2023,≤5
Library,1A,All,60.01 - 84,"25,000 - 49,999",,,,,,,Very Hot Humid,2023,≤5
Library,1A,All,60.01 - 84,"5,000 - 9,999",,,,,,,Very Hot Humid,2023,≤5
Library,1A,All,60.01 - 84,"50,000 - 99,999",,,,,,,Very Hot Humid,2023,≤5
Library,1A,All,60.01 - 84,All,51.375,60.925,74.25,71.03333333333333,81.95,86.4,Very Hot Humid,2023,6-29
Library,1A,All,All,"1,000 - 4,999",,,,,,,Very Hot Humid,2023,≤5
Library,1A,All,All,"10,000 - 24,999",,,,,,,Very Hot Humid,2023,≤5
Library,1A,All,All,"25,000 - 49,999",,,,,,,Very Hot Humid,2023,≤5
Library,1A,All,All,"5,000 - 9,999",,,,,,,Very Hot Humid,2023,≤5
Library,1A,All,All,"50,000 - 99,999",,,,,,,Very Hot Humid,2023,≤5
Library,1A,All,All,All,38.894999999999996,52.275,74.25,72.57,86.4,111.09999999999997,Very Hot Humid,2023,6-29
Library,2A,1946-1959,48.01 - 60,"1,000 - 4,999",,,,,,,Hot Humid,2023,≤5
Library,2A,1946-1959,48.01 - 60,"10,000 - 24,999",,,,,,,Hot Humid,2023,≤5
Library,2A,1946-1959,48.01 - 60,"100,000 - 199,999",,,,,,,Hot Humid,2023,≤5
Library,2A,1946-1959,48.01 - 60,"5,000 - 9,999",,,,,,,Hot Humid,2023,≤5
Library,2A,1946-1959,48.01 - 60,All,42.849999999999994,57.475,65.30000000000001,73.38333333333334,85.35000000000001,115.975,Hot Humid,2023,6-29
Library,2A,1946-1959,60.01 - 84,"5,000 - 9,999",,,,,,,Hot Humid,2023,≤5
Library,2A,1946-1959,60.01 - 84,All,,,,,,,Hot Humid,2023,≤5
Library,2A,1946-1959,All,"1,000 - 4,999",,,,,,,Hot Humid,2023,≤5
Library,2A,1946-1959,All,"10,000 - 24,999",,,,,,,Hot Humid,2023,≤5
Library,2A,1946-1959,All,"100,000 - 199,999",,,,,,,Hot Humid,2023,≤5
Library,2A,1946-1959,All,"5,000 - 9,999",,,,,,,Hot Humid,2023,≤5
Library,2A,1946-1959,All,All,44.47,58.224999999999994,65.30000000000001,72.7375,84.7,112.76499999999999,Hot Humid,2023,6-29
Library,2A,1946-1959,Fewer than 40,"10,000 - 24,999",,,,,,,Hot Humid,2023,≤5
Library,2A,1946-1959,Fewer than 40,All,,,,,,,Hot Humid,2023,≤5
Library,2A,1960-1979,40-48,"10,000 - 24,999",,,,,,,Hot Humid,2023,≤5
Library,2A,1960-1979,40-48,"25,000 - 49,999",,,,,,,Hot Humid,2023,≤5
Library,2A,1960-1979,40-48,"5,000 - 9,999",,,,,,,Hot Humid,2023,≤5
Library,2A,1960-1979,40-48,All,35.125,38.3,44.650000000000006,55.666666666666664,55.725,100.6,Hot Humid,2023,6-29
Library,2A,1960-1979,48.01 - 60,"10,000 - 24,999",27.405,37.925000000000004,49.099999999999994,55.32,62.35,102.88999999999994,Hot Humid,2023,6-29
Library,2A,1960-1979,48.01 - 60,"5,000 - 9,999",,,,,,,Hot Humid,2023,≤5
Library,2A,1960-1979,48.01 - 60,All,27.45,39.650000000000006,50.8,70.75454545454545,71.9,173.85,Hot Humid,2023,6-29
Library,2A,1960-1979,60.01 - 84,"10,000 - 24,999",,,,,,,Hot Humid,2023,≤5
Library,2A,1960-1979,60.01 - 84,"5,000 - 9,999",,,,,,,Hot Humid,2023,≤5
Library,2A,1960-1979,60.01 - 84,"50,000 - 99,999",,,,,,,Hot Humid,2023,≤5
Library,2A,1960-1979,60.01 - 84,"500,000 - 999,999",,,,,,,Hot Humid,2023,≤5
Library,2A,1960-1979,60.01 - 84,All,,,,,,,Hot Humid,2023,≤5
Library,2A,1960-1979,84.01-167,"50,000 - 99,999",,,,,,,Hot Humid,2023,≤5
Library,2A,1960-1979,84.01-167,All,,,,,,,Hot Humid,2023,≤5
Library,2A,1960-1979,All,"1,000 - 4,999",,,,,,,Hot Humid,2023,≤5
Library,2A,1960-1979,All,"10,000 - 24,999",27.81,45.1,54.4,65.96315789473684,80.05,120.89,Hot Humid,2023,6-29
Library,2A,1960-1979,All,"25,000 - 49,999",,,,,,,Hot Humid,2023,≤5
Library,2A,1960-1979,All,"5,000 - 9,999",8.86,34.5,57.9,64.84444444444445,72.4,166.29999999999995,Hot Humid,2023,6-29
Library,2A,1960-1979,All,"50,000 - 99,999",,,,,,,Hot Humid,2023,≤5
Library,2A,1960-1979,All,"500,000 - 999,999",,,,,,,Hot Humid,2023,≤5
Library,2A,1960-1979,All,All,19.21,42.275000000000006,56.15,65.6,78.625,121.365,Hot Humid,2023,30-49
Library,2A,1960-1979,Fewer than 40,"1,000 - 4,999",,,,,,,Hot Humid,2023,≤5
Library,2A,1960-1979,Fewer than 40,"10,000 - 24,999",,,,,,,Hot Humid,2023,≤5
Library,2A,1960-1979,Fewer than 40,"5,000 - 9,999",,,,,,,Hot Humid,2023,≤5
Library,2A,1960-1979,Fewer than 40,All,23.400000000000002,55.45,72.2,65.86363636363636,75.75,105.1,Hot Humid,2023,6-29
Library,2A,1980-1999,40-48,"10,000 - 24,999",44.66,50.1,64.0,79.57777777777778,86.9,150.2,Hot Humid,2023,6-29
Library,2A,1980-1999,40-48,"25,000 - 49,999",,,,,,,Hot Humid,2023,≤5
Library,2A,1980-1999,40-48,"5,000 - 9,999",,,,,,,Hot Humid,2023,≤5
Library,2A,1980-1999,40-48,All,39.94,50.1,64.0,84.96153846153847,97.4,182.76,Hot Humid,2023,6-29
Library,2A,1980-1999,48.01 - 60,"10,000 - 24,999",36.65,42.4,49.2,50.871428571428574,58.075,68.85499999999999,Hot Humid,2023,6-29
Library,2A,1980-1999,48.01 - 60,"25,000 - 49,999",,,,,,,Hot Humid,2023,≤5
Library,2A,1980-1999,48.01 - 60,"5,000 - 9,999",,,,,,,Hot Humid,2023,≤5
Library,2A,1980-1999,48.01 - 60,All,32.32,40.35,46.1,48.82631578947368,57.55,65.52999999999997,Hot Humid,2023,6-29
Library,2A,1980-1999,60.01 - 84,"10,000 - 24,999",,,,,,,Hot Humid,2023,≤5
Library,2A,1980-1999,60.01 - 84,"200,000 - 499,999",,,,,,,Hot Humid,2023,≤5
Library,2A,1980-1999,60.01 - 84,"25,000 - 49,999",,,,,,,Hot Humid,2023,≤5
Library,2A,1980-1999,60.01 - 84,"5,000 - 9,999",,,,,,,Hot Humid,2023,≤5
Library,2A,1980-1999,60.01 - 84,All,55.025,65.325,74.80000000000001,75.7,87.8,96.275,Hot Humid,2023,6-29
Library,2A,1980-1999,All,"10,000 - 24,999",38.505,45.150000000000006,57.55,69.26785714285714,79.625,141.06499999999994,Hot Humid,2023,6-29
Library,2A,1980-1999,All,"200,000 - 499,999",,,,,,,Hot Humid,2023,≤5
Library,2A,1980-1999,All,"25,000 - 49,999",,,,,,,Hot Humid,2023,≤5
Library,2A,1980-1999,All,"5,000 - 9,999",34.35,48.2,63.7,80.38181818181818,94.25,169.9,Hot Humid,2023,6-29
Library,2A,1980-1999,All,All,34.45,45.65,61.75,70.45434782608696,83.075,153.875,Hot Humid,2023,30-49
Library,2A,1980-1999,Fewer than 40,"10,000 - 24,999",,,,,,,Hot Humid,2023,≤5
Library,2A,1980-1999,Fewer than 40,"5,000 - 9,999",,,,,,,Hot Humid,2023,≤5
Library,2A,1980-1999,Fewer than 40,All,53.275000000000006,63.97500000000001,85.8,94.3125,115.32499999999999,152.825,Hot Humid,2023,6-29
Library,2A,2000-2009,40-48,"10,000 - 24,999",,,,,,,Hot Humid,2023,≤5
Library,2A,2000-2009,40-48,All,,,,,,,Hot Humid,2023,≤5
Library,2A,2000-2009,48.01 - 60,"10,000 - 24,999",,,,,,,Hot Humid,2023,≤5
Library,2A,2000-2009,48.01 - 60,"25,000 - 49,999",,,,,,,Hot Humid,2023,≤5
Library,2A,2000-2009,48.01 - 60,"50,000 - 99,999",,,,,,,Hot Humid,2023,≤5
Library,2A,2000-2009,48.01 - 60,All,51.08,61.8,68.0,75.72222222222223,81.5,122.35999999999999,Hot Humid,2023,6-29
Library,2A,2000-2009,60.01 - 84,"10,000 - 24,999",,,,,,,Hot Humid,2023,≤5
Library,2A,2000-2009,60.01 - 84,"25,000 - 49,999",59.63,62.8,73.0,85.47142857142858,82.15,148.88999999999993,Hot Humid,2023,6-29
Library,2A,2000-2009,60.01 - 84,All,50.9,62.5,73.0,81.43333333333334,83.3,141.67999999999998,Hot Humid,2023,6-29
Library,2A,2000-2009,All,"10,000 - 24,999",46.02,58.4,68.0,84.34444444444445,106.8,142.56,Hot Humid,2023,6-29
Library,2A,2000-2009,All,"25,000 - 49,999",59.93,62.65,77.0,82.55,82.85,135.1049999999999,Hot Humid,2023,6-29
Library,2A,2000-2009,All,"50,000 - 99,999",,,,,,,Hot Humid,2023,≤5
Library,2A,2000-2009,All,All,46.185,62.325,72.0,82.78,85.10000000000001,149.45000000000002,Hot Humid,2023,6-29
Library,2A,2000-2009,Fewer than 40,"10,000 - 24,999",,,,,,,Hot Humid,2023,≤5
Library,2A,2000-2009,Fewer than 40,All,,,,,,,Hot Humid,2023,≤5
Library,2A,2010 and after,48.01 - 60,"10,000 - 24,999",59.754999999999995,70.325,75.35,91.625,116.15,141.195,Hot Humid,2023,6-29
Library,2A,2010 and after,48.01 - 60,"25,000 - 49,999",,,,,,,Hot Humid,2023,≤5
Library,2A,2010 and after,48.01 - 60,All,59.175,68.175,75.35,87.94,105.9,138.56499999999997,Hot Humid,2023,6-29
Library,2A,2010 and after,60.01 - 84,"10,000 - 24,999",,,,,,,Hot Humid,2023,≤5
Library,2A,2010 and after,60.01 - 84,"25,000 - 49,999",,,,,,,Hot Humid,2023,≤5
Library,2A,2010 and after,60.01 - 84,"50,000 - 99,999",,,,,,,Hot Humid,2023,≤5
Library,2A,2010 and after,60.01 - 84,All,,,,,,,Hot Humid,2023,≤5
Library,2A,2010 and after,All,"10,000 - 24,999",55.05,69.25,78.0,88.96363636363637,111.65,137.25,Hot Humid,2023,6-29
Library,2A,2010 and after,All,"25,000 - 49,999",,,,,,,Hot Humid,2023,≤5
Library,2A,2010 and after,All,"50,000 - 99,999",,,,,,,Hot Humid,2023,≤5
Library,2A,2010 and after,All,All,55.349999999999994,64.05,72.7,83.2,96.44999999999999,131.98999999999998,Hot Humid,2023,6-29
Library,2A,2010 and after,Fewer than 40,"10,000 - 24,999",,,,,,,Hot Humid,2023,≤5
Library,2A,2010 and after,Fewer than 40,All,,,,,,,Hot Humid,2023,≤5
Library,2A,All,40-48,"10,000 - 24,999",43.46,47.1,64.0,77.26153846153846,92.1,137.5999999999999,Hot Humid,2023,6-29
Library,2A,All,40-48,"25,000 - 49,999",,,,,,,Hot Humid,2023,≤5
Library,2A,All,40-48,"5,000 - 9,999",24.36,37.0,58.6,73.23333333333333,97.4,156.43999999999997,Hot Humid,2023,6-29
Library,2A,All,40-48,All,33.565,44.975,61.150000000000006,75.47916666666667,98.15,166.27999999999986,Hot Humid,2023,6-29
Library,2A,All,48.01 - 60,"1,000 - 4,999",,,,,,,Hot Humid,2023,≤5
Library,2A,All,48.01 - 60,"10,000 - 24,999",32.575,45.125,56.15,64.12368421052632,70.55000000000001,127.68499999999996,Hot Humid,2023,30-49
Library,2A,All,48.01 - 60,"100,000 - 199,999",,,,,,,Hot Humid,2023,≤5
Library,2A,All,48.01 - 60,"25,000 - 49,999",44.620000000000005,61.4,63.3,67.45714285714286,82.3,83.66,Hot Humid,2023,6-29
Library,2A,All,48.01 - 60,"5,000 - 9,999",,,,,,,Hot Humid,2023,≤5
Library,2A,All,48.01 - 60,"50,000 - 99,999",,,,,,,Hot Humid,2023,≤5
Library,2A,All,48.01 - 60,All,32.025,45.95,61.4,67.94107142857143,77.625,130.075,Hot Humid,2023,50-99
Library,2A,All,60.01 - 84,"10,000 - 24,999",48.42,66.1,81.3,82.65714285714286,99.25,117.42999999999999,Hot Humid,2023,6-29
Library,2A,All,60.01 - 84,"200,000 - 499,999",,,,,,,Hot Humid,2023,≤5
Library,2A,All,60.01 - 84,"25,000 - 49,999",57.455,62.95,65.75,76.75,75.0,125.46499999999993,Hot Humid,2023,6-29
Library,2A,All,60.01 - 84,"5,000 - 9,999",,,,,,,Hot Humid,2023,≤5
Library,2A,All,60.01 - 84,"50,000 - 99,999",,,,,,,Hot Humid,2023,≤5
Library,2A,All,60.01 - 84,"500,000 - 999,999",,,,,,,Hot Humid,2023,≤5
Library,2A,All,60.01 - 84,All,46.29,58.3,66.7,75.14814814814815,86.0,117.42999999999999,Hot Humid,2023,6-29
Library,2A,All,84.01-167,"50,000 - 99,999",,,,,,,Hot Humid,2023,≤5
Library,2A,All,84.01-167,All,,,,,,,Hot Humid,2023,≤5
Library,2A,All,All,"1,000 - 4,999",47.0,61.6,78.4,80.21666666666667,96.1,117.375,Hot Humid,2023,6-29
Library,2A,All,All,"10,000 - 24,999",37.19,48.075,64.6,73.71285714285715,88.25,141.87999999999997,Hot Humid,2023,50-99
Library,2A,All,All,"100,000 - 199,999",,,,,,,Hot Humid,2023,≤5
Library,2A,All,All,"200,000 - 499,999",,,,,,,Hot Humid,2023,≤5
Library,2A,All,All,"25,000 - 49,999",37.6,61.8,64.8,73.39047619047619,81.5,114.6,Hot Humid,2023,6-29
Library,2A,All,All,"5,000 - 9,999",16.08,38.8,58.6,69.6,78.1,184.23999999999987,Hot Humid,2023,6-29
Library,2A,All,All,"50,000 - 99,999",,,,,,,Hot Humid,2023,≤5
Library,2A,All,All,"500,000 - 999,999",,,,,,,Hot Humid,2023,≤5
Library,2A,All,All,All,30.375,48.675000000000004,63.85,72.6423076923077,84.575,147.1,Hot Humid,2023,100-249
Library,2A,All,Fewer than 40,"1,000 - 4,999",,,,,,,Hot Humid,2023,≤5
Library,2A,All,Fewer than 40,"10,000 - 24,999",63.56,75.425,88.9,95.01666666666667,106.07499999999999,144.345,Hot Humid,2023,6-29
Library,2A,All,Fewer than 40,"5,000 - 9,999",19.665000000000003,55.475,63.550000000000004,66.75,73.825,122.23499999999996,Hot Humid,2023,6-29
Library,2A,All,Fewer than 40,All,42.785000000000004,61.05,74.75,80.78181818181818,99.775,145.42,Hot Humid,2023,6-29
Library,2A,Before 1946,40-48,"10,000 - 24,999",,,,,,,Hot Humid,2023,≤5
Library,2A,Before 1946,40-48,"5,000 - 9,999",,,,,,,Hot Humid,2023,≤5
Library,2A,Before 1946,40-48,All,,,,,,,Hot Humid,2023,≤5
Library,2A,Before 1946,48.01 - 60,"1,000 - 4,999",,,,,,,Hot Humid,2023,≤5
Library,2A,Before 1946,48.01 - 60,All,,,,,,,Hot Humid,2023,≤5
Library,2A,Before 1946,60.01 - 84,"25,000 - 49,999",,,,,,,Hot Humid,2023,≤5
Library,2A,Before 1946,60.01 - 84,All,,,,,,,Hot Humid,2023,≤5
Library,2A,Before 1946,All,"1,000 - 4,999",,,,,,,Hot Humid,2023,≤5
Library,2A,Before 1946,All,"10,000 - 24,999",,,,,,,Hot Humid,2023,≤5
Library,2A,Before 1946,All,"25,000 - 49,999",,,,,,,Hot Humid,2023,≤5
Library,2A,Before 1946,All,"5,000 - 9,999",,,,,,,Hot Humid,2023,≤5
Library,2A,Before 1946,All,All,29.150000000000006,56.2,66.7,69.52857142857142,94.8,99.53,Hot Humid,2023,6-29
Library,2B,1980-1999,48.01 - 60,"25,000 - 49,999",,,,,,,Hot Dry,2023,≤5
Library,2B,1980-1999,48.01 - 60,All,,,,,,,Hot Dry,2023,≤5
Library,2B,1980-1999,60.01 - 84,"10,000 - 24,999",,,,,,,Hot Dry,2023,≤5
Library,2B,1980-1999,60.01 - 84,"100,000 - 199,999",,,,,,,Hot Dry,2023,≤5
Library,2B,1980-1999,60.01 - 84,"25,000 - 49,999",,,,,,,Hot Dry,2023,≤5
Library,2B,1980-1999,60.01 - 84,All,,,,,,,Hot Dry,2023,≤5
Library,2B,1980-1999,84.01-167,"100,000 - 199,999",,,,,,,Hot Dry,2023,≤5
Library,2B,1980-1999,84.01-167,All,,,,,,,Hot Dry,2023,≤5
Library,2B,1980-1999,All,"10,000 - 24,999",,,,,,,Hot Dry,2023,≤5
Library,2B,1980-1999,All,"100,000 - 199,999",,,,,,,Hot Dry,2023,≤5
Library,2B,1980-1999,All,"25,000 - 49,999",,,,,,,Hot Dry,2023,≤5
Library,2B,1980-1999,All,All,,,,,,,Hot Dry,2023,≤5
Library,2B,2000-2009,60.01 - 84,"10,000 - 24,999",,,,,,,Hot Dry,2023,≤5
Library,2B,2000-2009,60.01 - 84,"100,000 - 199,999",,,,,,,Hot Dry,2023,≤5
Library,2B,2000-2009,60.01 - 84,All,,,,,,,Hot Dry,2023,≤5
Library,2B,2000-2009,All,"10,000 - 24,999",,,,,,,Hot Dry,2023,≤5
Library,2B,2000-2009,All,"100,000 - 199,999",,,,,,,Hot Dry,2023,≤5
Library,2B,2000-2009,All,All,,,,,,,Hot Dry,2023,≤5
Library,2B,All,48.01 - 60,"25,000 - 49,999",,,,,,,Hot Dry,2023,≤5
Library,2B,All,48.01 - 60,All,,,,,,,Hot Dry,2023,≤5
Library,2B,All,60.01 - 84,"10,000 - 24,999",,,,,,,Hot Dry,2023,≤5
