id,from_buildingsnapshot_id,to_buildingsnapshot_id
63453,600913,600914
63454,600327,600914
63455,600914,600915
63456,600326,600915
63457,600915,600916
63458,600325,600916
63459,600916,600917
63460,600324,600917
63461,600917,600918
63462,600323,600918
63463,600918,600919
63464,600322,600919
63465,600919,600920
63466,600321,600920
63467,600920,600921
63468,600320,600921
63469,600921,600922
63470,600319,600922
63471,600922,600923
63472,600318,600923
63473,600923,600924
63474,600317,600924
63475,600924,600925
63476,600316,600925
63477,600925,600926
63478,600315,600926
63479,600926,600927
63480,600314,600927
63481,600927,600928
63482,600313,600928
63483,600928,600929
63484,600312,600929
63485,600929,600930
63486,600311,600930
63487,600930,600931
63488,600310,600931
63489,600931,600932
63490,600309,600932
63491,600932,600933
63492,600308,600933
63493,600933,600934
63494,600307,600934
63495,600934,600935
63496,600306,600935
63497,600935,600936
63498,600305,600936
63499,600936,600937
63500,600304,600937
63501,600937,600938
63502,600303,600938
63503,600938,600939
63504,600302,600939
63505,600939,600940
63506,600301,600940
63507,600940,600941
63508,600300,600941
63509,600941,600942
63510,600299,600942
63511,600942,600943
63512,600298,600943
63513,600943,600944
63514,600297,600944
63515,600944,600945
63516,600296,600945
63517,600945,600946
63518,600295,600946
63519,600946,600947
63520,600294,600947
63521,600947,600948
63522,600293,600948
63523,600948,600949
63524,600292,600949
63525,600949,600950
63526,600291,600950
63527,600950,600951
63528,600290,600951
63529,600951,600952
63530,600289,600952
63531,600952,600953
63532,600288,600953
63533,600953,600954
63534,600287,600954
63535,600954,600955
63536,600286,600955
63537,600955,600956
63538,600285,600956
63539,600956,600957
63540,600284,600957
63541,600957,600958
63542,600283,600958
63543,600958,600959
63544,600282,600959
63545,600959,600960
63546,600281,600960
63547,600960,600961
63548,600280,600961
63549,600961,600962
63550,600279,600962
63551,600962,600963
63552,600278,600963
63553,600963,600964
63554,600277,600964
63555,600964,600965
63556,600276,600965
63557,600965,600966
63558,600275,600966
63559,600966,600967
63560,600274,600967
63561,600967,600968
63562,600273,600968
63563,600968,600969
63564,600272,600969
63565,600969,600970
63566,600271,600970
63567,600970,600971
63568,600270,600971
63569,600971,600972
63570,600269,600972
63571,600972,600973
63572,600268,600973
63573,600973,600974
63574,600267,600974
63575,600974,600975
63576,600266,600975
63577,600975,600976
63578,600265,600976
63579,600976,600977
63580,600264,600977
63581,600977,600978
63582,600263,600978
63583,600978,600979
63584,600262,600979
63585,600979,600980
63586,600261,600980
63587,600980,600981
63588,600260,600981
63589,600981,600982
63590,600259,600982
63591,600982,600983
63592,600258,600983
63593,600983,600984
63594,600257,600984
63595,600984,600985
63596,600256,600985
63597,600985,600986
63598,600255,600986
63599,600986,600987
63600,600254,600987
63601,600987,600988
63602,600253,600988
63603,600988,600989
63604,600252,600989
63605,600989,600990
63606,600251,600990
63607,600990,600991
63608,600250,600991
63609,600991,600992
63610,600249,600992
63611,600992,600993
63612,600248,600993
63613,600993,600994
63614,600247,600994
63615,600994,600995
63616,600246,600995
63617,600995,600996
63618,600245,600996
63619,600996,600997
63620,600244,600997
63621,600997,600998
63622,600243,600998
63623,600998,600999
63624,600242,600999
63625,600999,601000
63626,600241,601000
63627,601000,601001
63628,600240,601001
63629,601001,601002
63630,600239,601002
63631,601002,601003
63632,600238,601003
63633,601003,601004
63634,600237,601004
63635,601004,601005
63636,600236,601005
63637,601005,601006
63638,600235,601006
63639,601006,601007
63640,600234,601007
63641,601007,601008
63642,600233,601008
63643,601008,601009
63644,600232,601009
63645,601009,601010
63646,600231,601010
63647,601010,601011
63648,600230,601011
63649,601011,601012
63650,600229,601012
63651,601012,601013
63652,600228,601013
63653,601013,601014
63654,600227,601014
63655,601014,601015
63656,600226,601015
63657,601015,601016
63658,600225,601016
63659,601016,601017
63660,600224,601017
63661,601017,601018
63662,600223,601018
63663,601018,601019
63664,600222,601019
63665,601019,601020
63666,600221,601020
63667,601020,601021
63668,600220,601021
63669,601021,601022
63670,600219,601022
63671,601022,601023
63672,600218,601023
63673,601023,601024
63674,600217,601024
63675,601024,601025
63676,600216,601025
63677,601025,601026
63678,600215,601026
63679,601026,601027
63680,600214,601027
63681,601027,601028
63682,600213,601028
63683,601028,601029
63684,600212,601029
63685,601029,601030
63686,600211,601030
63687,601030,601031
63688,600210,601031
63689,601031,601032
63690,600209,601032
63691,601032,601033
63692,600208,601033
63693,601033,601034
63694,600207,601034
63695,601034,601035
63696,600206,601035
63697,601035,601036
63698,600205,601036
63699,601036,601037
63700,600204,601037
63701,601037,601038
63702,600203,601038
63703,601038,601039
63704,600202,601039
63705,601039,601040
63706,600201,601040
63707,601040,601041
63708,600200,601041
63709,601041,601042
63710,600199,601042
63711,601042,601043
63712,600198,601043
63713,601043,601044
63714,600197,601044
63715,601044,601045
63716,600196,601045
63717,601045,601046
63718,600195,601046
63719,601046,601047
63720,600194,601047
63721,601047,601048
63722,600193,601048
63723,601048,601049
63724,600192,601049
63725,601049,601050
63726,600191,601050
63727,601050,601051
63728,600190,601051
63729,601051,601052
63730,600189,601052
63731,601052,601053
63732,600188,601053
63733,601053,601054
63734,600187,601054
63735,601054,601055
63736,600186,601055
63737,601055,601056
63738,600185,601056
63739,601056,601057
63740,600184,601057
63741,601057,601058
63742,600183,601058
63743,601058,601059
63744,600182,601059
63745,601059,601060
63746,600181,601060
63747,601060,601061
63748,600180,601061
63749,601061,601062
63750,600179,601062
63751,601062,601063
63752,600178,601063
63753,601063,601064
63754,600177,601064
63755,601064,601065
63756,600176,601065
63757,601065,601066
63758,600175,601066
63759,601066,601067
63760,600174,601067
63761,601067,601068
63762,600173,601068
63763,601068,601069
63764,600172,601069
63765,601069,601070
63766,600171,601070
63767,601070,601071
63768,600170,601071
63769,601071,601072
63770,600169,601072
63771,601072,601073
63772,600168,601073
63773,601073,601074
63774,600167,601074
63775,601074,601075
63776,600166,601075
63777,601075,601076
63778,600165,601076
63779,601076,601077
63780,600164,601077
63781,601077,601078
63782,600163,601078
63783,601078,601079
63784,600162,601079
63785,601079,601080
63786,600161,601080
63787,601080,601081
63788,600160,601081
63789,601081,601082
63790,600159,601082
63791,601082,601083
63792,600158,601083
63793,601083,601084
63794,600157,601084
63795,601084,601085
63796,600156,601085
63797,601085,601086
63798,600155,601086
63799,601086,601087
63800,600154,601087
63801,601087,601088
63802,600153,601088
63803,601088,601089
63804,600152,601089
63805,601089,601090
63806,600151,601090
63807,601090,601091
63808,600150,601091
63809,601091,601092
63810,600149,601092
63811,601092,601093
63812,600148,601093
63813,601093,601094
63814,600147,601094
63815,601094,601095
63816,600146,601095
63817,601095,601096
63818,600145,601096
63819,601096,601097
63820,600144,601097
63821,601097,601098
63822,600143,601098
63823,601098,601099
63824,600142,601099
63825,601099,601100
63826,600141,601100
63827,601100,601101
63828,600140,601101
63829,601101,601102
63830,600139,601102
63831,601102,601103
63832,600138,601103
63833,601103,601104
63834,600137,601104
63835,601104,601105
63836,600136,601105
63837,601105,601106
63838,600135,601106
63839,601106,601107
63840,600134,601107
63841,601107,601108
63842,600133,601108
63843,601108,601109
63844,600132,601109
63845,601109,601110
63846,600131,601110
63847,601110,601111
63848,600130,601111
63849,601111,601112
63850,600129,601112
63851,601112,601113
63852,600128,601113
63853,601113,601114
63854,600127,601114
63855,601114,601115
63856,600126,601115
63857,601115,601116
63858,600125,601116
63859,601116,601117
63860,600124,601117
63861,601117,601118
63862,600123,601118
63863,601118,601119
63864,600122,601119
63865,601119,601120
63866,600121,601120
63867,601120,601121
63868,600120,601121
63869,601121,601122
63870,600119,601122
63871,601122,601123
63872,600118,601123
63873,601123,601124
63874,600117,601124
63875,601124,601125
63876,600116,601125
63877,601125,601126
63878,600115,601126
63879,601126,601127
63880,600114,601127
63881,601127,601128
63882,600113,601128
63883,601128,601129
63884,600112,601129
63885,601129,601130
63886,600111,601130
63887,601130,601131
63888,600110,601131
63889,601131,601132
63890,600109,601132
63891,601132,601133
63892,600108,601133
63893,601133,601134
63894,600107,601134
63895,601134,601135
63896,600106,601135
63897,601135,601136
63898,600105,601136
63899,601136,601137
63900,600104,601137
63901,601137,601138
63902,600103,601138
63903,601138,601139
63904,600102,601139
63905,601139,601140
63906,600101,601140
63907,601140,601141
63908,600100,601141
63909,601141,601142
63910,600099,601142
63911,601142,601143
63912,600098,601143
63913,601143,601144
63914,600097,601144
63915,601144,601145
63916,600096,601145
63917,601145,601146
63918,600095,601146
63919,601146,601147
63920,600094,601147
63921,601147,601148
63922,600093,601148
63923,601148,601149
63924,600092,601149
63925,601149,601150
63926,600091,601150
63927,601150,601151
63928,600090,601151
63929,601151,601152
63930,600089,601152
63931,601152,601153
63932,600088,601153
63933,601153,601154
63934,600087,601154
63935,601154,601155
63936,600086,601155
63937,601155,601156
63938,600085,601156
63939,601156,601157
63940,600084,601157
63941,601157,601158
63942,600083,601158
63943,601158,601159
63944,600082,601159
63945,601159,601160
63946,600081,601160
63947,601160,601161
63948,600080,601161
63949,601161,601162
63950,600079,601162
63951,601162,601163
63952,600078,601163
63953,601163,601164
63954,600077,601164
63955,601164,601165
63956,600076,601165
63957,601165,601166
63958,600075,601166
63959,601166,601167
63960,600074,601167
63961,601167,601168
63962,600073,601168
63963,601168,601169
63964,600072,601169
63965,601169,601170
63966,600071,601170
63967,601170,601171
63968,600070,601171
63969,601171,601172
63970,600069,601172
63971,601172,601173
63972,600068,601173
63973,601173,601174
63974,600067,601174
63975,601174,601175
63976,600066,601175
63977,601175,601176
63978,600065,601176
63979,601176,601177
63980,600064,601177
63981,601177,601178
63982,600063,601178
63983,601178,601179
63984,600062,601179
63985,601179,601180
63986,600061,601180
63987,601180,601181
63988,600060,601181
63989,601181,601182
63990,600059,601182
63991,601182,601183
63992,600058,601183
63993,601183,601184
63994,600057,601184
63995,601184,601185
63996,600056,601185
63997,601185,601186
63998,600055,601186
63999,601186,601187
64000,600054,601187
64001,601187,601188
64002,600053,601188
64003,601188,601189
64004,600052,601189
64005,601189,601190
64006,600051,601190
64007,601190,601191
64008,600050,601191
64009,601191,601192
64010,600049,601192
64011,601192,601193
64012,600048,601193
64013,601193,601194
64014,600047,601194
64015,601194,601195
64016,600046,601195
64017,601195,601196
64018,600045,601196
64019,601196,601197
64020,600044,601197
64021,601197,601198
64022,600043,601198
64023,601198,601199
64024,600042,601199
64025,601199,601200
64026,600041,601200
64027,601200,601201
64028,600040,601201
64029,601201,601202
64030,600039,601202
64031,601202,601203
64032,600038,601203
64033,601203,601204
64034,600037,601204
64035,601204,601205
64036,600036,601205
64037,601205,601206
64038,600035,601206
64039,601206,601207
64040,600034,601207
64041,601207,601208
64042,600033,601208
64043,601208,601209
64044,600032,601209
64045,601209,601210
64046,600031,601210
64047,601210,601211
64048,600030,601211
64049,601211,601212
64050,600029,601212
64051,601212,601213
64052,600028,601213
64053,601213,601214
64054,600027,601214
64055,601214,601215
64056,600026,601215
64057,601215,601216
64058,600024,601216
64059,601216,601217
64060,600025,601217
64061,601217,601218
64062,600023,601218
64063,601218,601219
64064,600022,601219
64065,601219,601220
64066,600021,601220
64067,601220,601221
64068,600020,601221
64069,601221,601222
64070,600019,601222
64071,601222,601223
64072,600018,601223
64073,601223,601224
64074,600017,601224
64075,601224,601225
64076,600016,601225
64077,601225,601226
64078,600015,601226
64079,601226,601227
64080,600014,601227
64081,601227,601228
64082,600013,601228
64083,601228,601229
64084,600012,601229
64085,601229,601230
64086,600011,601230
64087,601230,601231
64088,600010,601231
64089,601231,601232
64090,600009,601232
64091,601232,601233
64092,600008,601233
64093,601233,601234
64094,600007,601234
64095,601234,601235
64096,600006,601235
64097,601235,601236
64098,600005,601236
64099,601236,601237
64100,600004,601237
64101,601237,601238
64102,600003,601238
64103,601238,601239
64104,600002,601239
64105,601239,601240
64106,600001,601240
64107,601240,601241
64108,600000,601241
64109,601241,601242
64110,599999,601242
64111,601242,601243
64112,599998,601243
64113,601243,601244
64114,599997,601244
64115,601244,601245
64116,599996,601245
64117,601245,601246
64118,599995,601246
64119,601246,601247
64120,599994,601247
64121,601247,601248
64122,599993,601248
64123,601248,601249
64124,599992,601249
64125,601249,601250
64126,599991,601250
64127,601250,601251
64128,599990,601251
64129,601251,601252
64130,599989,601252
64131,601252,601253
64132,599988,601253
64133,601253,601254
64134,599987,601254
64135,601254,601255
64136,599986,601255
64137,601255,601256
64138,599985,601256
64139,601256,601257
64140,599984,601257
64141,601257,601258
64142,599983,601258
64143,601258,601259
64144,599982,601259
64145,601259,601260
64146,599981,601260
64147,601260,601261
64148,599980,601261
64149,601261,601262
64150,599979,601262
64151,601262,601263
64152,599978,601263
64153,601263,601264
64154,599977,601264
64155,601264,601265
64156,599976,601265
64157,601265,601266
64158,599975,601266
64159,601266,601267
64160,599974,601267
64161,601267,601268
64162,599973,601268
64163,601268,601269
64164,599972,601269
64165,601269,601270
64166,599971,601270
64167,601270,601271
64168,599970,601271
64169,601271,601272
64170,599969,601272
64171,601272,601273
64172,599968,601273
64173,601273,601274
64174,599967,601274
64175,601274,601275
64176,599966,601275
64177,601275,601276
64178,599965,601276
64179,601276,601277
64180,599964,601277
64181,601277,601278
64182,599963,601278
64183,601278,601279
64184,599962,601279
64185,601279,601280
64186,599961,601280
64187,601280,601281
64188,599960,601281
64189,601281,601282
64190,599959,601282
64191,601282,601283
64192,599958,601283
64193,601283,601284
64194,599957,601284
64195,601284,601285
64196,599956,601285
64197,601285,601286
64198,599955,601286
64199,601286,601287
64200,599954,601287
64201,601287,601288
64202,599953,601288
64203,601288,601289
64204,599952,601289
64205,601289,601290
64206,599951,601290
64207,601290,601291
64208,599950,601291
64209,601291,601292
64210,599949,601292
64211,601292,601293
64212,599948,601293
64213,601293,601294
64214,599947,601294
64215,601294,601295
64216,599946,601295
64217,601295,601296
64218,599945,601296
64219,601296,601297
64220,599944,601297
64221,601297,601298
64222,599943,601298
64223,601298,601299
64224,599942,601299
64225,601299,601300
64226,599941,601300
64227,601300,601301
64228,599940,601301
64229,601301,601302
64230,599939,601302
64231,601302,601303
64232,599938,601303
64233,601303,601304
64234,599937,601304
64235,601304,601305
64236,599936,601305
64237,601305,601306
64238,599935,601306
64239,601306,601307
64240,599934,601307
64241,601307,601308
64242,599933,601308
64243,601308,601309
64244,599932,601309
64245,601309,601310
64246,599931,601310
64247,601310,601311
64248,599930,601311
64249,601311,601312
64250,599929,601312
64251,601312,601313
64252,599928,601313
64253,601313,601314
64254,599927,601314
64255,601314,601315
64256,599926,601315
64257,601315,601316
64258,599925,601316
64259,601316,601317
64260,599924,601317
64261,601317,601318
64262,599923,601318
64263,601318,601319
64264,599922,601319
64265,601319,601320
64266,599921,601320
64267,601320,601321
64268,599920,601321
64269,601321,601322
64270,599919,601322
64271,601322,601323
64272,599918,601323
64273,601323,601324
64274,599917,601324
64275,601324,601325
64276,599916,601325
64277,601325,601326
64278,599915,601326
64279,601326,601327
64280,599914,601327
64281,601327,601328
64282,599913,601328
64283,601328,601329
64284,599912,601329
64285,601329,601330
64286,599911,601330
64287,601330,601331
64288,599910,601331
64289,601331,601332
64290,599909,601332
64291,601332,601333
64292,599908,601333
64293,601333,601334
64294,599907,601334
64295,601334,601335
64296,599906,601335
64297,601335,601336
64298,599905,601336
64299,601336,601337
64300,599904,601337
64301,601337,601338
64302,599903,601338
64303,601338,601339
64304,599902,601339
64305,601339,601340
64306,599901,601340
64307,601340,601341
64308,599900,601341
64309,601341,601342
64310,599899,601342
64311,601342,601343
64312,599898,601343
64313,601343,601344
64314,599897,601344
64315,601344,601345
64316,599896,601345
64317,601345,601346
64318,599895,601346
64319,601346,601347
64320,599894,601347
64321,601347,601348
64322,599893,601348
64323,601348,601349
64324,599892,601349
64325,601349,601350
64326,599891,601350
64327,601350,601351
64328,599890,601351
64329,601351,601352
64330,599889,601352
64331,601352,601353
64332,599888,601353
64333,601353,601354
64334,599887,601354
64335,601354,601355
64336,599886,601355
64337,601355,601356
64338,599885,601356
64339,601356,601357
64340,599884,601357
64341,601357,601358
64342,599883,601358
64343,601358,601359
64344,599882,601359
64345,601359,601360
64346,599881,601360
64347,601360,601361
64348,599880,601361
64349,601361,601362
64350,599879,601362
64351,601362,601363
64352,599878,601363
64353,601363,601364
64354,599877,601364
64355,601364,601365
64356,599876,601365
64357,601365,601366
64358,599875,601366
64359,601366,601367
64360,599874,601367
64361,601367,601368
64362,599873,601368
64363,601368,601369
64364,599872,601369
64365,601369,601370
64366,599871,601370
64367,601370,601371
64368,599870,601371
64369,601371,601372
64370,599869,601372
64371,601372,601373
64372,599868,601373
64373,601373,601374
64374,599867,601374
64375,601374,601375
64376,599866,601375
64377,601375,601376
64378,599865,601376
64379,601376,601377
64380,599864,601377
64381,601377,601378
64382,599863,601378
64383,601378,601379
64384,599862,601379
64385,601379,601380
64386,599861,601380
64387,601380,601381
64388,599860,601381
64389,601381,601382
64390,599859,601382
64391,601382,601383
64392,599858,601383
64393,601383,601384
64394,599857,601384
64395,601384,601385
64396,599856,601385
64397,601385,601386
64398,599855,601386
64399,601386,601387
64400,599854,601387
64401,601387,601388
64402,599853,601388
64403,601388,601389
64404,599852,601389
64405,601389,601390
64406,599851,601390
64407,601390,601391
64408,599850,601391
64409,601391,601392
64410,599849,601392
64411,601392,601393
64412,599848,601393
64413,601393,601394
64414,599847,601394
64415,601394,601395
64416,599846,601395
64417,601395,601396
64418,599845,601396
64419,601396,601397
64420,599844,601397
64421,601397,601398
64422,599843,601398
64423,601398,601399
64424,599842,601399
64425,601399,601400
64426,599841,601400
64427,601400,601401
64428,599840,601401
64429,601401,601402
64430,599839,601402
64431,601402,601403
64432,599838,601403
64433,601403,601404
64434,599837,601404
64435,601404,601405
64436,599836,601405
64437,601405,601406
64438,599835,601406
64439,601406,601407
64440,599834,601407
64441,601407,601408
64442,599833,601408
64443,601408,601409
64444,599832,601409
64445,601409,601410
64446,599831,601410
64447,601410,601411
64448,599830,601411
64449,601411,601412
64450,599829,601412
64451,601412,601413
64452,599828,601413
64453,601413,601414
64454,599827,601414
64455,601414,601415
64456,599826,601415
64457,601415,601416
64458,599825,601416
64459,601416,601417
64460,599824,601417
64461,601417,601418
64462,599823,601418
64463,601418,601419
64464,599822,601419
64465,601419,601420
64466,599821,601420
64467,601420,601421
64468,599820,601421
64469,601421,601422
64470,599819,601422
64471,601422,601423
64472,599818,601423
64473,601423,601424
64474,599817,601424
64475,601424,601425
64476,599816,601425
64477,601425,601426
64478,599815,601426
64479,601426,601427
64480,599814,601427
64481,601427,601428
64482,599813,601428
64483,601428,601429
64484,599812,601429
64485,601429,601430
64486,599811,601430
64487,601430,601431
64488,599810,601431
64489,601431,601432
64490,599809,601432
64491,601432,601433
64492,599808,601433
64493,601433,601434
64494,599807,601434
64495,601434,601435
64496,599806,601435
64497,601435,601436
64498,599805,601436
64499,601436,601437
64500,599804,601437
64501,601437,601438
64502,599803,601438
64503,601438,601439
64504,599802,601439
64505,601439,601440
64506,599801,601440
64507,601440,601441
64508,599800,601441
64509,601441,601442
64510,599799,601442
64511,601442,601443
64512,599798,601443
64513,601443,601444
64514,599797,601444
64515,601444,601445
64516,599796,601445
64517,601445,601446
64518,599795,601446
64519,601446,601447
64520,599794,601447
64521,601447,601448
64522,599793,601448
64523,601448,601449
64524,599792,601449
64525,601449,601450
64526,599791,601450
64527,601450,601451
64528,599790,601451
64529,601451,601452
64530,599789,601452
64531,601452,601453
64532,599788,601453
64533,601453,601454
64534,599787,601454
64535,601454,601455
64536,599786,601455
64537,601455,601456
64538,599785,601456
64539,601456,601457
64540,599784,601457
64541,601457,601458
64542,599783,601458
64543,601458,601459
64544,599782,601459
64545,601459,601460
64546,599781,601460
64547,601460,601461
64548,599780,601461
64549,601461,601462
64550,599779,601462
64551,601462,601463
64552,599778,601463
64553,601463,601464
64554,599777,601464
64555,601464,601465
64556,599776,601465
64557,601465,601466
64558,599775,601466
64559,601466,601467
64560,599774,601467
64561,601467,601468
64562,599773,601468
64563,601468,601469
64564,599772,601469
64565,601469,601470
64566,599771,601470
64567,601470,601471
64568,599770,601471
64569,601471,601472
64570,599769,601472
64571,601472,601473
64572,599768,601473
64573,601473,601474
64574,599767,601474
64575,601474,601475
64576,599766,601475
64577,601475,601476
64578,599765,601476
64579,601476,601477
64580,599764,601477
64581,601477,601478
64582,599763,601478
64583,601478,601479
64584,599762,601479
64585,601479,601480
64586,599761,601480
64587,601480,601481
64588,599760,601481
64589,601481,601482
64590,599759,601482
64591,601482,601483
64592,599758,601483
64593,601483,601484
64594,599757,601484
64595,601484,601485
64596,599756,601485
64597,601485,601486
64598,599755,601486
64599,601486,601487
64600,599754,601487
64601,601487,601488
64602,599753,601488
64603,601488,601489
64604,599752,601489
64605,601489,601490
64606,599751,601490
64607,601490,601491
64608,599750,601491
64609,601491,601492
64610,599749,601492
64611,601492,601493
64612,599748,601493
64613,601493,601494
64614,599747,601494
64615,601494,601495
64616,599746,601495
64617,601495,601496
64618,599745,601496
64619,601496,601497
64620,599744,601497
64621,601497,601498
64622,599743,601498
64623,601498,601499
64624,599742,601499
64625,601499,601500
64626,599741,601500
64627,601500,601501
64628,599740,601501
64629,601501,601502
64630,599739,601502
64631,601502,601503
64632,599738,601503
64633,601503,601504
64634,599737,601504
64635,601504,601505
64636,599736,601505
64637,601505,601506
64638,599735,601506
64639,601506,601507
64640,599734,601507
64641,601507,601508
64642,599733,601508
64643,601508,601509
64644,599732,601509
64645,601509,601510
64646,599731,601510
64647,601510,601511
64648,599730,601511
64649,601511,601512
64650,599729,601512
64651,601512,601513
64652,599728,601513
64653,601513,601514
64654,599727,601514
64655,601514,601515
64656,599726,601515
64657,601515,601516
64658,599725,601516
64659,601516,601517
64660,599724,601517
64661,601517,601518
64662,599723,601518
64663,601518,601519
64664,599722,601519
64665,601519,601520
64666,599721,601520
64667,601520,601521
64668,599720,601521
64669,601521,601522
64670,599719,601522
64671,601522,601523
64672,599718,601523
64673,601523,601524
64674,599717,601524
64675,601524,601525
64676,599716,601525
64677,601525,601526
64678,599715,601526
64679,601526,601527
64680,599714,601527
64681,601527,601528
64682,599713,601528
64683,601528,601529
64684,599712,601529
64685,601529,601530
64686,599711,601530
64687,601530,601531
64688,599710,601531
64689,601531,601532
64690,599709,601532
64691,601532,601533
64692,599708,601533
64693,601533,601534
64694,599707,601534
64695,601534,601535
64696,599706,601535
64697,601535,601536
64698,599705,601536
64699,601536,601537
64700,599704,601537
64701,601537,601538
64702,599703,601538
64703,601538,601539
64704,599702,601539
64705,601539,601540
64706,599701,601540
64707,601540,601541
64708,599700,601541
64709,601541,601542
64710,599699,601542
64711,601542,601543
64712,599698,601543
64713,601543,601544
64714,599697,601544
64715,601544,601545
64716,599696,601545
64717,601545,601546
64718,599695,601546
64719,601546,601547
64720,599694,601547
64721,556097,614424
64722,614423,614424
64723,614424,614425
64724,614422,614425
64725,614425,614426
64726,614421,614426
64727,614426,614427
64728,614420,614427
64729,614427,614428
64730,614419,614428
64731,614428,614429
64732,614418,614429
64733,614429,614430
64734,614417,614430
64735,614430,614431
64736,614416,614431
64737,614431,614432
64738,614415,614432
64739,614432,614433
64740,614414,614433
64741,614433,614434
64742,614413,614434
64743,614434,614435
64744,614412,614435
64745,614435,614436
64746,614411,614436
64747,614436,614437
64748,614410,614437
64749,614437,614438
64750,614409,614438
64751,614438,614439
64752,614408,614439
64753,614439,614440
64754,614407,614440
64755,614440,614441
64756,614406,614441
64757,614441,614442
64758,614405,614442
64759,614442,614443
64760,614404,614443
64761,614443,614444
64762,614403,614444
64763,614444,614445
64764,614402,614445
64765,614445,614446
64766,614401,614446
64767,614446,614447
64768,614400,614447
64769,614447,614448
64770,614399,614448
64771,614448,614449
64772,614398,614449
64773,614449,614450
64774,614397,614450
64775,614450,614451
64776,614396,614451
64777,614451,614452
64778,614395,614452
64779,614452,614453
64780,614394,614453
64781,614453,614454
64782,614393,614454
64783,614454,614455
64784,614392,614455
64785,614455,614456
64786,614391,614456
64787,614456,614457
64788,614390,614457
64789,614457,614458
64790,614389,614458
64791,614458,614459
64792,614388,614459
64793,614459,614460
64794,614387,614460
64795,614460,614461
64796,614386,614461
64797,614461,614462
64798,614385,614462
64799,614462,614463
64800,614384,614463
64801,614463,614464
64802,614383,614464
64803,614464,614465
64804,614382,614465
64805,614465,614466
64806,614381,614466
64807,614466,614467
64808,614380,614467
64809,614467,614468
64810,614379,614468
64811,614468,614469
64812,614378,614469
64813,614469,614470
64814,614377,614470
64815,614470,614471
64816,614376,614471
64817,614471,614472
64818,614375,614472
64819,614472,614473
64820,614374,614473
64821,614473,614474
64822,614373,614474
64823,614474,614475
64824,614372,614475
64825,614475,614476
64826,614371,614476
64827,614476,614477
64828,614370,614477
64829,614477,614478
64830,614369,614478
64831,614478,614479
64832,614368,614479
64833,614479,614480
64834,614367,614480
64835,614480,614481
64836,614366,614481
64837,614481,614482
64838,614365,614482
64839,614482,614483
64840,614364,614483
64841,614483,614484
64842,614363,614484
64843,614484,614485
64844,614362,614485
64845,614485,614486
64846,614361,614486
64847,614486,614487
64848,614360,614487
64849,614487,614488
64850,614359,614488
64851,614488,614489
64852,614358,614489
64853,614489,614490
64854,614357,614490
64855,614490,614491
64856,614356,614491
64857,614491,614492
64858,614355,614492
64859,614492,614493
64860,614354,614493
64861,614493,614494
64862,614353,614494
64863,614494,614495
64864,614352,614495
64865,614495,614496
64866,614351,614496
64867,614496,614497
64868,614350,614497
64869,614497,614498
64870,614349,614498
64871,614498,614499
64872,614348,614499
64873,614499,614500
64874,614347,614500
64875,614500,614501
64876,614346,614501
64877,614501,614502
64878,614345,614502
64879,614502,614503
64880,614344,614503
64881,614503,614504
64882,614343,614504
64883,614504,614505
64884,614342,614505
64885,614505,614506
64886,614341,614506
64887,614506,614507
64888,614340,614507
64889,614507,614508
64890,614339,614508
64891,614508,614509
64892,614338,614509
64893,614509,614510
64894,614337,614510
64895,614510,614511
64896,614336,614511
64897,614511,614512
64898,614335,614512
64899,614512,614513
64900,614334,614513
64901,614513,614514
64902,614333,614514
64903,614514,614515
64904,614332,614515
64905,614515,614516
64906,614331,614516
64907,614516,614517
64908,614330,614517
64909,614517,614518
64910,614329,614518
64911,614518,614519
64912,614328,614519
64913,614519,614520
64914,614327,614520
64915,614520,614521
64916,614326,614521
64917,614521,614522
64918,614325,614522
64919,614522,614523
64920,614324,614523
64921,614523,614524
64922,614323,614524
64923,614524,614525
64924,614322,614525
64925,614525,614526
64926,614321,614526
64927,614526,614527
64928,614320,614527
64929,614527,614528
64930,614319,614528
64931,614528,614529
64932,614318,614529
64933,614529,614530
64934,614317,614530
64935,614530,614531
64936,614316,614531
64937,614531,614532
64938,614315,614532
64939,614532,614533
64940,614314,614533
64941,614533,614534
64942,614313,614534
64943,614534,614535
64944,614312,614535
64945,614535,614536
64946,614311,614536
64947,614536,614537
64948,614310,614537
64949,614537,614538
64950,614309,614538
64951,614538,614539
64952,614308,614539
64953,614539,614540
64954,614307,614540
64955,614540,614541
64956,614306,614541
64957,614541,614542
64958,614305,614542
64959,614542,614543
64960,614304,614543
64961,614543,614544
64962,614303,614544
64963,614544,614545
64964,614302,614545
64965,614545,614546
64966,614301,614546
64967,614546,614547
64968,614300,614547
64969,614547,614548
64970,614299,614548
64971,614548,614549
64972,614298,614549
64973,614549,614550
64974,614297,614550
64975,614550,614551
64976,614296,614551
64977,614551,614552
64978,614295,614552
64979,614552,614553
64980,614294,614553
64981,614553,614554
64982,614293,614554
64983,614554,614555
64984,614292,614555
64985,614555,614556
64986,614291,614556
64987,614556,614557
64988,614290,614557
64989,614557,614558
64990,614289,614558
64991,614558,614559
64992,614288,614559
64993,614559,614560
64994,614287,614560
64995,614560,614561
64996,614286,614561
64997,614561,614562
64998,614285,614562
64999,614562,614563
65000,614284,614563
65001,614563,614564
65002,614283,614564
65003,614564,614565
65004,614282,614565
