id,from_buildingsnapshot_id,to_buildingsnapshot_id
396951,4747045,4747652
396952,4746027,4747653
396953,4747044,4747653
396954,4746017,4747654
396955,4747043,4747654
396956,4746042,4747655
396957,4747042,4747655
396958,4746018,4747656
396959,4747040,4747656
396960,4746002,4747657
396961,4747041,4747657
396962,4746039,4747658
396963,4747038,4747658
396964,4746030,4747659
396965,4747037,4747659
396966,4745994,4747660
396967,4747039,4747660
396968,4745988,4747661
396969,4747036,4747661
396970,4746038,4747662
396971,4747035,4747662
396972,4746033,4747663
396973,4747034,4747663
396974,4746028,4747664
396975,4747032,4747664
396976,4745952,4747665
396977,4747033,4747665
396978,4745966,4747666
396979,4747031,4747666
396980,4746029,4747667
396981,4747030,4747667
396982,4746001,4747668
396983,4747029,4747668
396984,4746000,4747669
396985,4747027,4747669
396986,4745986,4747670
396987,4747028,4747670
396988,4746025,4747671
396989,4747026,4747671
396990,4746014,4747672
396991,4747024,4747672
396992,4746015,4747673
396993,4747023,4747673
396994,4746013,4747674
396995,4747025,4747674
396996,4746021,4747675
396997,4747022,4747675
396998,4745979,4747676
396999,4747021,4747676
397000,4746022,4747677
397001,4747020,4747677
397002,4746009,4747678
397003,4747019,4747678
397004,4746016,4747679
397005,4747018,4747679
397006,4745938,4747680
397007,4747017,4747680
397008,4745968,4747681
397009,4747016,4747681
397010,4745951,4747682
397011,4747015,4747682
397012,4746012,4747683
397013,4747014,4747683
397014,4745983,4747684
397015,4747012,4747684
397016,4745984,4747685
397017,4747011,4747685
397018,4745971,4747686
397019,4747013,4747686
397020,4745950,4747687
397021,4747010,4747687
397022,4746008,4747688
397023,4747009,4747688
397024,4745990,4747689
397025,4747007,4747689
397026,4746003,4747690
397027,4747008,4747690
397028,4746004,4747691
397029,4747006,4747691
397030,4746007,4747692
397031,4747005,4747692
397032,4745992,4747693
397033,4747004,4747693
397034,4745963,4747694
397035,4747003,4747694
397036,4745999,4747695
397037,4747002,4747695
397038,4745969,4747696
397039,4747001,4747696
397040,4745997,4747697
397041,4747000,4747697
397042,4745922,4747698
397043,4746999,4747698
397044,4745996,4747699
397045,4746998,4747699
397046,4745964,4747700
397047,4746997,4747700
397048,4745935,4747701
397049,4746996,4747701
397050,4745956,4747702
397051,4746995,4747702
397052,4745993,4747703
397053,4746994,4747703
397054,4745987,4747704
397055,4746992,4747704
397056,4745933,4747705
397057,4746993,4747705
397058,4745975,4747706
397059,4746991,4747706
397060,4745989,4747707
397061,4746990,4747707
397062,4745978,4747708
397063,4746988,4747708
397064,4745919,4747709
397065,4746989,4747709
397066,4745907,4747710
397067,4746987,4747710
397068,4745985,4747711
397069,4746986,4747711
397070,4745955,4747712
397071,4746984,4747712
397072,4745946,4747713
397073,4746983,4747713
397074,4745972,4747714
397075,4746985,4747714
397076,4745981,4747715
397077,4746982,4747715
397078,4745944,4747716
397079,4746981,4747716
397080,4745991,4747717
397081,4746979,4747717
397082,4745942,4747718
397083,4746980,4747718
397084,4745977,4747719
397085,4746978,4747719
397086,4745976,4747720
397087,4746977,4747720
397088,4745913,4747721
397089,4746975,4747721
397090,4745960,4747722
397091,4746976,4747722
397092,4745974,4747723
397093,4746974,4747723
397094,4745902,4747724
397095,4746973,4747724
397096,4745970,4747725
397097,4746970,4747725
397098,4745959,4747726
397099,4746972,4747726
397100,4745891,4747727
397101,4746971,4747727
397102,4745953,4747728
397103,4746969,4747728
397104,4745973,4747729
397105,4746968,4747729
397106,4745965,4747730
397107,4746967,4747730
397108,4745930,4747731
397109,4746966,4747731
397110,4745897,4747732
397111,4746965,4747732
397112,4745961,4747733
397113,4746964,4747733
397114,4745939,4747734
397115,4746963,4747734
397116,4745926,4747735
397117,4746962,4747735
397118,4745929,4747736
397119,4746961,4747736
397120,4745949,4747737
397121,4746960,4747737
397122,4745957,4747738
397123,4746958,4747738
397124,4745958,4747739
397125,4746959,4747739
397126,4745941,4747740
397127,4746957,4747740
397128,4745873,4747741
397129,4746956,4747741
397130,4745954,4747742
397131,4746955,4747742
397132,4745886,4747743
397133,4746954,4747743
397134,4745937,4747744
397135,4746953,4747744
397136,4745914,4747745
397137,4746952,4747745
397138,4745948,4747746
397139,4746951,4747746
397140,4745874,4747747
397141,4746950,4747747
397142,4745962,4747748
397143,4746949,4747748
397144,4745910,4747749
397145,4746948,4747749
397146,4745945,4747750
397147,4746947,4747750
397148,4745923,4747751
397149,4746946,4747751
397150,4745934,4747752
397151,4746945,4747752
397152,4745917,4747753
397153,4746944,4747753
397154,4745940,4747754
397155,4746943,4747754
397156,4745947,4747755
397157,4746942,4747755
397158,4745862,4747756
397159,4746941,4747756
397160,4745936,4747757
397161,4746939,4747757
397162,4745943,4747758
397163,4746938,4747758
397164,4745925,4747759
397165,4746940,4747759
397166,4745932,4747760
397167,4746936,4747760
397168,4745899,4747761
397169,4746935,4747761
397170,4745871,4747762
397171,4746937,4747762
397172,4745920,4747763
397173,4746934,4747763
397174,4745928,4747764
397175,4746933,4747764
397176,4745860,4747765
397177,4746932,4747765
397178,4745895,4747766
397179,4746930,4747766
397180,4745906,4747767
397181,4746931,4747767
397182,4745909,4747768
397183,4746929,4747768
397184,4745918,4747769
397185,4746927,4747769
397186,4745924,4747770
397187,4746928,4747770
397188,4745927,4747771
397189,4746926,4747771
397190,4745883,4747772
397191,4746925,4747772
397192,4745921,4747773
397193,4746924,4747773
397194,4745931,4747774
397195,4746923,4747774
397196,4745904,4747775
397197,4746922,4747775
397198,4745879,4747776
397199,4746921,4747776
397200,4745916,4747777
397201,4746920,4747777
397202,4745855,4747778
397203,4746919,4747778
397204,4745901,4747779
397205,4746918,4747779
397206,4745870,4747780
397207,4746917,4747780
397208,4745912,4747781
397209,4746916,4747781
397210,4745836,4747782
397211,4746915,4747782
397212,4745890,4747783
397213,4746914,4747783
397214,4745903,4747784
397215,4746913,4747784
397216,4745908,4747785
397217,4746912,4747785
397218,4745911,4747786
397219,4746911,4747786
397220,4745893,4747787
397221,4746909,4747787
397222,4745905,4747788
397223,4746908,4747788
397224,4745856,4747789
397225,4746910,4747789
397226,4745915,4747790
397227,4746907,4747790
397228,4745900,4747791
397229,4746906,4747791
397230,4745853,4747792
397231,4746905,4747792
397232,4745838,4747793
397233,4746903,4747793
397234,4745889,4747794
397235,4746904,4747794
397236,4745896,4747795
397237,4746902,4747795
397238,4745887,4747796
397239,4746901,4747796
397240,4745878,4747797
397241,4746900,4747797
397242,4745892,4747798
397243,4746899,4747798
397244,4745885,4747799
397245,4746898,4747799
397246,4745849,4747800
397247,4746897,4747800
397248,4745888,4747801
397249,4746896,4747801
397250,4745894,4747802
397251,4746895,4747802
397252,4745824,4747803
397253,4746894,4747803
397254,4745866,4747804
397255,4746893,4747804
397256,4745884,4747805
397257,4746892,4747805
397258,4745823,4747806
397259,4746891,4747806
397260,4745877,4747807
397261,4746890,4747807
397262,4745880,4747808
397263,4746889,4747808
397264,4745840,4747809
397265,4746888,4747809
397266,4745898,4747810
397267,4746887,4747810
397268,4745876,4747811
397269,4746886,4747811
397270,4745869,4747812
397271,4746885,4747812
397272,4745845,4747813
397273,4746884,4747813
397274,4745863,4747814
397275,4746883,4747814
397276,4745872,4747815
397277,4746882,4747815
397278,4745881,4747816
397279,4746881,4747816
397280,4745837,4747817
397281,4746880,4747817
397282,4745882,4747818
397283,4746879,4747818
397284,4745868,4747819
397285,4746878,4747819
397286,4745852,4747820
397287,4746877,4747820
397288,4745833,4747821
397289,4746876,4747821
397290,4745875,4747822
397291,4746875,4747822
397292,4745865,4747823
397293,4746874,4747823
397294,4746199,4747824
397295,4746873,4747824
397296,4746184,4747825
397297,4746872,4747825
397298,4745829,4747826
397299,4746871,4747826
397300,4745861,4747827
397301,4746870,4747827
397302,4745857,4747828
397303,4746869,4747828
397304,4745825,4747829
397305,4746867,4747829
397306,4745858,4747830
397307,4746866,4747830
397308,4745847,4747831
397309,4746868,4747831
397310,4745864,4747832
397311,4746865,4747832
397312,4745821,4747833
397313,4746864,4747833
397314,4745867,4747834
397315,4746863,4747834
397316,4745854,4747835
397317,4746862,4747835
397318,4745818,4747836
397319,4746861,4747836
397320,4746186,4747837
397321,4746859,4747837
397322,4745827,4747838
397323,4746860,4747838
397324,4745850,4747839
397325,4746858,4747839
397326,4745844,4747840
397327,4746857,4747840
397328,4745846,4747841
397329,4746856,4747841
397330,4746166,4747842
397331,4746854,4747842
397332,4745816,4747843
397333,4746855,4747843
397334,4745841,4747844
397335,4746853,4747844
397336,4745843,4747845
397337,4746852,4747845
397338,4745859,4747846
397339,4746851,4747846
397340,4745814,4747847
397341,4746850,4747847
397342,4745848,4747848
397343,4746849,4747848
397344,4745839,4747849
397345,4746848,4747849
397346,4746188,4747850
397347,4746847,4747850
397348,4745813,4747851
397349,4746846,4747851
397350,4746169,4747852
397351,4746845,4747852
397352,4745835,4747853
397353,4746844,4747853
397354,4745851,4747854
397355,4746843,4747854
397356,4745831,4747855
397357,4746841,4747855
397358,4745842,4747856
397359,4746842,4747856
397360,4745826,4747857
397361,4746840,4747857
397362,4745822,4747858
397363,4746839,4747858
397364,4745819,4747859
397365,4746838,4747859
397366,4745815,4747860
397367,4746837,4747860
397368,4475814,4747861
397369,4748780,4749910
397370,4749909,4749910
397371,4748739,4749911
397372,4749908,4749911
397373,4748884,4749912
397374,4749907,4749912
397375,4748777,4749913
397376,4749906,4749913
397377,4748883,4749914
397378,4749905,4749914
397379,4748776,4749915
397380,4749904,4749915
397381,4748879,4749916
397382,4749903,4749916
397383,4748772,4749917
397384,4749902,4749917
397385,4748885,4749918
397386,4749901,4749918
397387,4748724,4749919
397388,4749900,4749919
397389,4748874,4749920
397390,4749899,4749920
397391,4748774,4749921
397392,4749898,4749921
397393,4748878,4749922
397394,4749897,4749922
397395,4748770,4749923
397396,4749896,4749923
397397,4748880,4749924
397398,4749895,4749924
397399,4748759,4749925
397400,4749894,4749925
397401,4748881,4749926
397402,4749893,4749926
397403,4748876,4749927
397404,4749892,4749927
397405,4748702,4749928
397406,4749891,4749928
397407,4748755,4749929
397408,4749889,4749929
397409,4748869,4749930
397410,4749890,4749930
397411,4748875,4749931
397412,4749888,4749931
397413,4748763,4749932
397414,4749887,4749932
397415,4748743,4749933
397416,4749886,4749933
397417,4748877,4749934
397418,4749885,4749934
397419,4748684,4749935
397420,4749884,4749935
397421,4748864,4749936
397422,4749883,4749936
397423,4748735,4749937
397424,4749882,4749937
397425,4748871,4749938
397426,4749881,4749938
397427,4748747,4749939
397428,4749880,4749939
397429,4748873,4749940
397430,4749879,4749940
397431,4748727,4749941
397432,4749878,4749941
397433,4748859,4749942
397434,4749877,4749942
397435,4748668,4749943
397436,4749876,4749943
397437,4748872,4749944
397438,4749875,4749944
397439,4748731,4749945
397440,4749874,4749945
397441,4748868,4749946
397442,4749873,4749946
397443,4748719,4749947
397444,4749872,4749947
397445,4748855,4749948
397446,4749871,4749948
397447,4748710,4749949
397448,4749870,4749949
397449,4748867,4749950
397450,4749869,4749950
397451,4748651,4749951
397452,4749868,4749951
397453,4748870,4749952
397454,4749867,4749952
397455,4748714,4749953
397456,4749866,4749953
397457,4748865,4749954
397458,4749865,4749954
397459,4748706,4749955
397460,4749864,4749955
397461,4748863,4749956
397462,4749863,4749956
397463,4748694,4749957
397464,4749862,4749957
397465,4748851,4749958
397466,4749861,4749958
397467,4748698,4749959
397468,4749860,4749959
397469,4748866,4749960
397470,4749859,4749960
397471,4748636,4749961
397472,4749858,4749961
397473,4748860,4749962
397474,4749857,4749962
397475,4748676,4749963
397476,4749856,4749963
397477,4748861,4749964
397478,4749855,4749964
397479,4748689,4749965
397480,4749854,4749965
397481,4748862,4749966
397482,4749853,4749966
397483,4748680,4749967
397484,4749852,4749967
397485,4748848,4749968
397486,4749851,4749968
397487,4748620,4749969
397488,4749850,4749969
397489,4748856,4749970
397490,4749849,4749970
397491,4748658,4749971
397492,4749848,4749971
397493,4748857,4749972
397494,4749847,4749972
397495,4748673,4749973
397496,4749846,4749973
397497,4748844,4749974
397498,4749845,4749974
397499,4748662,4749975
397500,4749844,4749975
397501,4748858,4749976
397502,4749843,4749976
397503,4748605,4749977
397504,4749842,4749977
397505,4748853,4749978
397506,4749841,4749978
397507,4748643,4749979
397508,4749840,4749979
397509,4748840,4749980
397510,4749839,4749980
397511,4748655,4749981
397512,4749838,4749981
397513,4748852,4749982
397514,4749837,4749982
397515,4748647,4749983
397516,4749836,4749983
397517,4748854,4749984
397518,4749835,4749984
397519,4748590,4749985
397520,4749833,4749985
397521,4748849,4749986
397522,4749834,4749986
397523,4748624,4749987
397524,4749832,4749987
397525,4748847,4749988
397526,4749831,4749988
397527,4748640,4749989
397528,4749830,4749989
397529,4748837,4749990
397530,4749829,4749990
397531,4748632,4749991
397532,4749828,4749991
397533,4748850,4749992
397534,4749827,4749992
397535,4748570,4749993
397536,4749826,4749993
397537,4748845,4749994
397538,4749825,4749994
397539,4748609,4749995
397540,4749824,4749995
397541,4748843,4749996
397542,4749823,4749996
397543,4748630,4749997
397544,4749822,4749997
397545,4748833,4749998
397546,4749821,4749998
397547,4748616,4749999
397548,4749820,4749999
397549,4748846,4750000
397550,4749819,4750000
397551,4748553,4750001
397552,4749818,4750001
397553,4748842,4750002
397554,4749817,4750002
397555,4748612,4750003
397556,4749816,4750003
397557,4748839,4750004
397558,4749815,4750004
397559,4748593,4750005
397560,4749814,4750005
397561,4748829,4750006
397562,4749813,4750006
397563,4748597,4750007
397564,4749812,4750007
397565,4748841,4750008
397566,4749811,4750008
397567,4748535,4750009
397568,4749810,4750009
397569,4748838,4750010
397570,4749809,4750010
397571,4748578,4750011
397572,4749808,4750011
397573,4748835,4750012
397574,4749807,4750012
397575,4748601,4750013
397576,4749806,4750013
397577,4748824,4750014
397578,4749805,4750014
397579,4748582,4750015
397580,4749804,4750015
397581,4748834,4750016
397582,4749803,4750016
397583,4748518,4750017
397584,4749802,4750017
397585,4748836,4750018
397586,4749801,4750018
397587,4748561,4750019
397588,4749800,4750019
397589,4748832,4750020
397590,4749799,4750020
397591,4748586,4750021
397592,4749798,4750021
397593,4748820,4750022
397594,4749797,4750022
397595,4748565,4750023
397596,4749796,4750023
397597,4748830,4750024
397598,4749795,4750024
397599,4748503,4750025
397600,4749794,4750025
397601,4748831,4750026
397602,4749793,4750026
397603,4748544,4750027
397604,4749792,4750027
397605,4748828,4750028
397606,4749791,4750028
